id,code,SMILES,reference,molecular_weight,emission_solid,emission_aggr,features_id,mechanism_id,doi,aTB,difficulty_level,original_level,source_split_file,source_row_index
1911.0,DPASI,C[N+](C=C1)=CC=C1/C=C/C(C=C2)=CC=C2N(C3=CC=CC=C3)C4=CC=CC=C4.[I-],"Mater.Chem.Front.,2020,4,957-964",490.0,,,AIE,ESIPT,10.1039/c9qm00732f,failed,3,4,4_level.csv,25
1913.0,DPASP,C[N+](C=C1)=CC=C1/C=C/C(C=C2)=CC=C2N(C3=CC=CC=C3)C4=CC=CC=C4.F[P-](F)(F)(F)(F)F,"Small2019,15,1905080",508.0,,,AIE,TICT,10.1002/smll.201905080,failed,3,4,4_level.csv,26
1942.0,TBP,CC[N+](C=C1)=CC=C1C(C2=NSN=C23)=CC=C3C(C=C4)=CC=C4N(C5=CC=CC=C5)C6=CC=CC=C6.[Br-],"SmallMethods2022,6,2101247",565.53,,,AIE,ESIPT,10.1002/smtd.202101247,failed,3,4,4_level.csv,30
1943.0,TPAP-C5-yne,O=C(C#C)OCCCCC[N+](C=C1)=CC=C1C(C=C2)=CC=C2N(C3=CC=CC=C3)C4=CC=CC=C4.[Br-],"Chem.Sci.,2022,13,2965–2970",541.49,,,AIE,TICT,10.1039/D1SC06336G,failed,3,4,4_level.csv,31
1971.0,TPE-T-RCN,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C=C6C(N(CC)/C(S/6)=C(C#N)C#N)=O)S5)C=C4)C=C1,"Adv.Mater.2022,34,2106994",677.837,,,AIE,TICT,10.1002/adma.202106994,failed,3,4,4_level.csv,33
1985.0,AIE-R,C[N+](C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3.F[P-](F)(F)(F)(F)F,"Adv.Mater.2021,33,2105418",590.13,,,AIE,ICT,10.1002/adma.202105418,failed,3,4,4_level.csv,34
1988.0,AIE-Y,[O]C1=C(C2=C(C=CC=C3)C3=CC=C2[O])C4=CC=CC=C4C=C1.CC5=C(C)C(C#N)=C(N6C(C=CC(C(C)(C)C)=C7)=C7C8=C6C=CC(C(C)(C)C)=C8)C(N9C(C=CC=C%10)=C%10C%11=C9C=CC=C%11)=C5C#N,"Adv.Mater.2019,31,1902365",882.39,,,AIE,TICT,10.1002/adma.201902365,failed,3,4,4_level.csv,35
1989.0,AIE-O,[O]C1=C(C2=C(C=CC=C3)C3=CC=C2[O])C4=CC=CC=C4C=C1.CC5=C(C)C(C#N)=C(F)C(N(C6=C7C=CC=C6)C8=C(C7(C)C)C=CC=C8)=C5C#N,"Adv.Mater.2019,31,1902365",665.24,,,AIE,TICT,10.1002/adma.201902365,failed,3,4,4_level.csv,36
2006.0,IQ,CCC[N+]1=CC(C=C2)=C(C(C3=CC=CC=C3)=C1C4=CC=CC=C4)C=C2C(C=C5)=CC=C5N(C6=CC=CC=C6)C7=CC=CC=C7.FB(F)F.[F-],"ACSNano2021,15,12129−12139",654.56,,,AIE,TICT,10.1021/acsnano.1c03508,failed,3,4,4_level.csv,37
2018.0,TNZPy,C[N+](C=C1)=CC=C1/C=C/C(C=C2)=CC=C2C(C3=NSN=C34)=C5C(C=CC=C5)=C4C(C=C6)=CC=C6N(C7=CC=CC=C7)C8=CC=CC=C8.[I-],"Adv.Funct.Mater.2020,30,2002057",750.13,,,AIE,TICT,10.1002/adfm.202002057,failed,3,4,4_level.csv,39
2019.0,MTNZPy,C[N+](C=C1)=CC=C1/C=C/C(C=C2)=CC=C2C(C3=NSN=C34)=C5C(C=CC=C5)=C4C(C=C6)=CC=C6N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8.[I-],"Adv.Funct.Mater.2020,30,2002057",810.15,,,AIE,TICT,10.1002/adfm.202002057,failed,3,4,4_level.csv,40
2022.0,DPCE-ECh,O=C(O[C@@H]1CC2=CC[C@]([C@@](CC[C@]3([H])[C@H](C)CCCC(C)C)([H])[C@]3(C)CC4)([H])[C@@]4([H])[C@@]2(C)CC1)COC(C=C5)=CC=C5/C(C#N)=C/C6=CC=C(OCCCCCCCCCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCCCCCCCCCC)=C6,"Mater.Chem.Front.,2019,3,1768-1778",1409.24,,,AIE,TICT,10.1039/C9QM00332K,failed,3,4,4_level.csv,41
2046.0,TPEPCl,O=C(C(C=C1)=CC=C1N2C3=C(C(C=CC=C4)=C4C5=C3C=CC=C5)N=C2C(C=C6)=CC=C6/C(C7=CC=CC=C7)=C(C8=CC=CC=C8)/C9=CC=CC=C9)Cl,"Chem. Commun., 2022,58, 5769-5772",687.0,,,AIE,ESIPT,10.1039/d0tc03665j,failed,3,4,4_level.csv,42
2048.0,TBP-1,[Br-].CC[N+]1=CC=C(C=C1)C1=CC=C(C2=NSN=C12)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,"SmallMethods2020,4,2000045",565.533,,,AIE,TICT,10.1002/smtd.202000046,failed,3,4,4_level.csv,43
2049.0,TBP-2,[Br-].[Br-].C[N+](C)(C)CCC[N+]1=CC=C(C=C1)C1=CC=C(C2=NSN=C12)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,"SmallMethods2020,4,2000046",717.568,,,AIE,TICT,10.1002/smtd.202000046,failed,3,4,4_level.csv,44
2051.0,CSPP-NHS,[I-].[I-].C[N+]1(C)CCN(CC1)C1=CC=C(C=C(/C#N)C2=CC=C(C=C2)C2=CC=[N+](CCCC(=O)ON3C(=O)CCC3=O)C=C2)C=C1,"Chem.Sci.,2017,8,7014",833.51,,,AIE,TICT,10.1039/c7sc01054k,failed,3,4,4_level.csv,45
2083.0,BSPOTPE,O=S(CCCOC1=CC=C(C(C2=CC=CC=C2)=C(C3=CC=C(OCCCS(=O)([O-])=O)C=C3)C4=CC=CC=C4)C=C1)([O-])=O.[Na+].[Na+],"MobiQuitous2017:Proceedingsofthe14thEAIInternationalConferenceonMobileandUbiquitousSystems:Computing,NetworkingandServicesNovember2017,523",653.0,,,AIE,ESIPT,10.1145/3144457.3144508,failed,3,4,4_level.csv,49
2108.0,ECPI-12,C1=CC=CC4=C1C2C(C=CC(=C2)C=CC3=CC=[N+](C=C3)CCCCCCCCCCCC)N4CCOCC,"Chem.Sci.,2019,10,1994",638.68,,,AIE,ICT,10.1039/c8sc05119d,failed,3,4,4_level.csv,50
2114.0,TPCI,[CH2-][N+](C=C1)=CC=C1C(C=C2)=CC=C2N(C3=CC=C(C4=CC=[N+](C)C=C4)C=C3)C(C=C5)=CC=C5/C=C(C#N)/C6=CC=C(/C(C#N)=C/C7=CC=C(N(C8=CC=C(C9=CC=[N+](C)C=C9)C=C8)C%10=CC=C(C%11=CC=[N+]([CH2-])C=C%11)C=C%10)C=C7)C=C6.[I].[I-].[I].[I-],"Adv.Funct.Mater.2019,29,1902673",1550.0,,,AIE,TICT,10.1002/adfm.201902673,failed,3,4,4_level.csv,51
2202.0,f-TPE-PyH,C(/C1=CC=CC=C1)(c2ccccc2c3cc[nH+]cc3)=C(C4=CC=CC=C4)c5c(c6cc[nH+]cc6)cccc5.[Cl-].[Cl-],"J.Phys.Chem.Lett.2019,10,2648-2656",559.0,,,AIE,ICT,10.1021/acs.jpclett.9b01040,failed,3,4,4_level.csv,52
2204.0,f-TPE-PPyH,C(/C1=CC=CC=C1)(c2ccccc2c3ccc(c4cc[nH+]cc4)cc3)=C(C5=CC=CC=C5)c6c(c7ccc(c8cc[nH+]cc8)cc7)cccc6.[Cl-].[Cl-],"J.Phys.Chem.Lett.2019,10,2648-2656",711.0,,,AIE,ICT,10.1021/acs.jpclett.9b01040,failed,3,4,4_level.csv,53
2205.0,l-TPE-PyH,C(/c1ccc(c2cc[nH+]cc2)cc1)(C3=CC=CC=C3)=C(C4=CC=CC=C4)c5ccc(c6cc[nH+]cc6)cc5.[Cl-].[Cl-],"J.Phys.Chem.Lett.2019,10,2648-2656",559.0,,,AIE,ICT,10.1021/acs.jpclett.9b01040,failed,3,4,4_level.csv,54
2285.0,DTPA4TPAN,N#C/C(C(C=C1)=CC=C1C(C=C2)=CC=C2N(C3=CC=C(C(C=C4)=CC=C4N(C5=CC=C(C6=CC=C(/C(C#N)=C(C7=CC=CC=C7)/C8=CC=CC=C8)C=C6)C=C5)C9=CC=C(C%10=CC=C(/C(C#N)=C(C%11=CC=CC=C%11)/C%12=CC=CC=C%12)C=C%10)C=C9)C=C3)C%13=CC=C(C%14=CC=C(/C(C#N)=C(C%15=CC=CC=C%15)/C%16=CC=CC=C%16)C=C%14)C=C%13)=C(C%17=CC=CC=C%17)C%18=CC=CC=C%18,"Chem.Mater.,2012,24,1518-1528",1605.65,,,AIE,ICT,10.1021/cm300416y,failed,3,4,4_level.csv,55
87.0,AIE-SRS-Mito,CC[n+]1ccc(c2ccc(/C(C#N)=C/c3ccc(C#Cc4ccccc4)cc3)cc2)cc1.F[P-](F)(F)(F)(F)F,,556.4922,,,AIE,ICT,,failed,3,4,4_level.csv,56
156.0,Bnpy-TPA,N#C/C(c1ccc(c2cc[n+](Cc3ccccc3)cc2)cc1)=C\c4ccc(N(c5ccccc5)c6ccccc6)cc4.[Br],,619.16,,,AIE,ICT,,failed,3,4,4_level.csv,57
209.0,BTPE-BBT,CCCCOc1ccc(cc1)C(=C(c1ccccc1)c1ccc(cc1)-c1c2N=S=Nc2c(c2N=S=Nc12)-c1ccc(cc1)C(=C(c1ccc(OCCCC)cc1)c1ccc(OCCCC)cc1)c1ccccc1)c1ccc(OCCCC)cc1,,1143.5,,,AIE,ICT,,failed,3,4,4_level.csv,58
228.0,IVP-42,CC[n+]1ccc(/C=C/c2c3ccccc3n(CCCC)c2)cc1,"Chem. Sci., 2020, 11, 7676-7684",450.409,,,AIE,ICT,,failed,3,4,4_level.csv,59
230.0,IVP-06,CCCCCC[n+]1ccc(/C=C/c2c3ccccc3[nH]c2)cc1,"Chem. Sci., 2020, 11, 7676-7684",450.409,,,AIE,ICT,,failed,3,4,4_level.csv,60
231.0,IVP-62,CC[n+]1ccc(/C=C/c2c3ccccc3n(CCCCCC)c2)cc1,"Adv. Mater., 2018, 30, 1706856. ACS Nano, 2018, 12, 7936-7945",478.463,,,AIE,ICT,,failed,3,4,4_level.csv,61
300.0,2TPE-2NDTA,O=C(c1c(S/C(S2)=C(c3ccc(/C(c4ccccc4)=C(c5ccccc5)/c6ccccc6)cc3)/C#N)c2c(C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C7=O)=O)c8c7c(S/C(S9)=C(\C(C#N)=C%10Sc%11c%12c%13c(C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C%12=O)=O)c%14c(S/C(S%14)=C(c%15ccc(/C(c%16ccccc%16)=C(c%17ccccc%17)\c%18ccccc%18)cc%15)/C#N)c%19c%13c(C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C%19=O)=O)c%11S/%10)C#N)c9c%20c81)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C%20=O,"Nat. Commun., 2019, 10, 768",,,,AIE,ICT,,failed,3,4,4_level.csv,62
325.0,CoTAPc,Nc1cc2c(N=C(c3ccc(N)cc34)N5C4=Nc6c7ccc(N)cc7c8n6[Co]95N%10C(c%11cc(N)ccc%11C%10=N8)=N%12)n9c%12c2cc1,"Energy Environ. Sci., 2021,14, 483-492",,,,AIE,ICT,,failed,3,4,4_level.csv,63
326.0,CoTMAPc,C[N+](C)(C)c1cc2c(N=C(c3ccc([N+](C)(C)C)cc34)N5C4=Nc6c7ccc([N+](C)(C)C)cc7c8n6[Co]95N%10C(c%11cc([N+](C)(C)C)ccc%11C%10=N8)=N%12)n9c%12c2cc1,"Energy Environ. Sci., 2021,14, 483-492",,,,AIE,ICT,,failed,3,4,4_level.csv,64
327.0,C6-BD,Oc1c(/C=N/N=C/c2ccc(OCCCCCC[n+]3ccccc3)cc2)ccc4ccccc41,"Mater. Chem. Front., 2021,5, 2724-2729",,,,AIE,ESIPT,,failed,3,4,4_level.csv,65
329.0,TPE-DMAB,C[N+](C)(Cc1ccc(B(O)O)cc1)c2ccc(C(c3ccccc3)C(c4ccccc4)c5ccc([N+](C)(Cc6ccc(B(O)O)cc6)C)cc5)cc2,"Mater. Chem. Front., 2021,5, 1830-1835",,,,AIE,ICT,,failed,3,4,4_level.csv,66
