id,code,AggIndex,SMILES,color_in_powder,molecular_weight,absorption,emission_sol,emission_solid,emission_aggr,emission_crys,qy_sol,qy_solid,qy_aggr,qy_crys,tau_sol,tau_solid,tau_aggr,tau_crys,features_id,mechanism_id,photostability,solubility_carbohyd,solubility_dmsodmf,solubility_enol,solubility_halogen,solubility_mecnacetone,solubility_thfea,solubility_toluene,solubility_water,molar_aggr,molar_crys,molar_sol,molar_solid,thermostability,application1,application2,application3,application4,pka,comment,tested_solvent
2199,l-Pn-3QL,NULL,C1(C=C(C2=CN=C(C=CC=C3)C3=C2)C=C4)=C4C(C=CC(C5=CN=C(C=CC=C6)C6=C5)=C7)=C7C=C1,green,433,338,382,452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,other,other,1,0,0,0,1,0,0,0,0,NULL,NULL,NULL,NULL,1,electron transport materials,NULL,NULL,NULL,NULL,NULL,THF
2200,f-TPE-Py,NULL,C(/C1=CC=CC=C1)(c2ccccc2c3ccncc3)=C(C4=CC=CC=C4)c5c(c6ccncc6)cccc5,green,486,307,476,466,NULL,NULL,34.4,49,NULL,NULL,5.46,6.9,NULL,NULL,AIE,other,NULL,NULL,1,0,1,0,1,1,0,NULL,NULL,NULL,NULL,NULL,None ,NULL,NULL,NULL,NULL,could be used in bio-imaging,"1,4-Dioxane"
2201,f-TPE-PPy,NULL,C(/C1=CC=CC=C1)(c2ccccc2c3ccc(c4ccncc4)cc3)=C(C5=CC=CC=C5)c6c(c7ccc(c8ccncc8)cc7)cccc6,green,638,280,488,470,NULL,NULL,43.4,43,NULL,NULL,5.95,5.6,NULL,NULL,AIE,other,NULL,NULL,1,0,1,0,1,1,0,NULL,NULL,NULL,NULL,NULL,None ,NULL,NULL,NULL,NULL,could be used in bio-imaging,"1,4-Dioxane"
2202,f-TPE-PyH,NULL,C(/C1=CC=CC=C1)(c2ccccc2c3cc[nH+]cc3)=C(C4=CC=CC=C4)c5c(c6cc[nH+]cc6)cccc5.[Cl-].[Cl-],yellow,559,271,529,536,NULL,NULL,28.3,20,NULL,NULL,12.04,13.6,NULL,NULL,AIE,ICT,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,None ,NULL,NULL,NULL,NULL,could be used in bio-imaging,"1,4-Dioxane"
2203,f-TPE-Fu,NULL,C(/C1=C(C2=CC=CO2)C=CC=C1)(C3=CC=CC=C3)=C(C4=CC=CC=C4C5=CC=CO5)C6=CC=CC=C6,yellow,464,274,504,469,483,NULL,7.1,19.7,NULL,NULL,3.2,2.6,NULL,NULL,AIE,other,1,NULL,1,1,1,1,1,1,0,NULL,NULL,45600,NULL,1,biotechnologic applications,NULL,NULL,NULL,NULL,NULL,THF
2204,f-TPE-PPyH,NULL,C(/C1=CC=CC=C1)(c2ccccc2c3ccc(c4cc[nH+]cc4)cc3)=C(C5=CC=CC=C5)c6c(c7ccc(c8cc[nH+]cc8)cc7)cccc6.[Cl-].[Cl-],green,711,313,548,549,NULL,NULL,9.5,1,NULL,NULL,3.3,6.1,NULL,NULL,AIE,ICT,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,None ,NULL,NULL,NULL,NULL,could be used in bio-imaging,"1,4-Dioxane"
2205,l-TPE-PyH,NULL,C(/c1ccc(c2cc[nH+]cc2)cc1)(C3=CC=CC=C3)=C(C4=CC=CC=C4)c5ccc(c6cc[nH+]cc6)cc5.[Cl-].[Cl-],yellow,559,364,523,NULL,NULL,NULL,4.7,NULL,NULL,NULL,1.21,NULL,NULL,NULL,AIE,ICT,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,None ,NULL,NULL,NULL,NULL,could be used in bio-imaging,"1,4-Dioxane"
2206,PPyH,NULL,c1(c2ccc(c3cc[nH+]cc3)cc2)ccccc1.[Cl-],white,267,318,416,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,other,other,1,NULL,1,0,1,1,1,1,0,NULL,NULL,NULL,NULL,1,none,NULL,NULL,NULL,NULL,NULL,THF
2207,f-TPE-Th,NULL,C(/C1=C(C2=CC=CS2)C=CC=C1)(C3=CC=CC=C3)=C(C4=CC=CC=C4C5=CC=CS5)C6=CC=CC=C6,white,496,275,498,476,473,NULL,1.8,4.8,NULL,NULL,1.2,1.3,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,51000,NULL,NULL,biotechnologic applications,NULL,NULL,NULL,NULL,NULL,THF
2208,f-TPE-[2]BTh,NULL,C(/C1=C(C2=CC(C=CC=C3)=C3S2)C=CC=C1)(C4=CC=CC=C4)=C(C5=CC=CC=C5C6=CC(C=CC=C7)=C7S6)C8=CC=CC=C8,white,596,295,476,462,470,NULL,2.1,6.8,NULL,NULL,1.2,1.3,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,50600,NULL,NULL,biotechnologic applications,NULL,NULL,NULL,NULL,NULL,THF
2209,f-TPE-[2]BFu,NULL,C(/C1=C(C2=CC(C=CC=C3)=C3O2)C=CC=C1)(C4=CC=CC=C4)=C(C5=CC=CC=C5C6=CC(C=CC=C7)=C7O6)C8=CC=CC=C8,NULL,564,295,502,454,469,NULL,3.4,12.3,NULL,NULL,3,2,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,52800,NULL,NULL,biotechnologic applications,NULL,NULL,NULL,NULL,NULL,THF
2210,f-TPE-PFu,NULL,C(/C1=C(C2=CC=C(C3=CC=CO3)C=C2)C=CC=C1)(C4=CC=CC=C4)=C(C5=CC=CC=C5C6=CC=C(C7=CC=CO7)C=C6)C8=CC=CC=C8,white,616,302,492,473,480,NULL,33.4,41.5,NULL,NULL,7.5,6.6,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,75500,NULL,NULL,biotechnologic applications,NULL,NULL,NULL,NULL,NULL,THF
2211,f-TPE-PTh,NULL,C(/C1=C(C2=CC=C(C3=CC=CS3)C=C2)C=CC=C1)(C4=CC=CC=C4)=C(C5=CC=CC=C5C6=CC=C(C7=CC=CS7)C=C6)C8=CC=CC=C8,white,648,304,491,472,476,NULL,32.6,37.7,NULL,NULL,7.2,6.9,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,90500,NULL,NULL,biotechnologic applications,NULL,NULL,NULL,NULL,NULL,THF
2212,f-TPE-[5]BFu,NULL,C(/C1=C(C2=CC(C=CO3)=C3C=C2)C=CC=C1)(C4=CC=CC=C4)=C(C5=CC=CC=C5C6=CC(C=CO7)=C7C=C6)C8=CC=CC=C8,white,564,325,483,464,475,NULL,19.4,30.1,NULL,NULL,5,6.1,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,12800,NULL,NULL,biotechnologic applications,NULL,NULL,NULL,NULL,NULL,THF
2213,f-TPE-[5]BTh,NULL,C(/C1=C(C2=CC(C=CS3)=C3C=C2)C=CC=C1)(C4=CC=CC=C4)=C(C5=CC=CC=C5C6=CC(C=CS7)=C7C=C6)C8=CC=CC=C8,white,596,324,487,473,480,NULL,20.5,30.8,NULL,NULL,5.2,6,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,12400,NULL,NULL,biotechnologic applications,NULL,NULL,NULL,NULL,NULL,THF
2214,α-TPA-PIO,NULL,O=P1(OCC)C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=C(C5=CC=NC=C5)C6=CC=CC=C61,yellow,514,411,563,573,576,NULL,44.6,33.7,44.8,NULL,NULL,NULL,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,17600,NULL,NULL,cell imaging,anticancer (photodynamic therapy),NULL,NULL,NULL,NULL,THF
2215,β-TPA-PIO,NULL,O=P1(OCC)C(C2=CC=NC=C2)=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C6=CC=CC=C61,yellow,514,393,560,560,563,NULL,12.2,15.3,8.6,NULL,NULL,NULL,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,7600,NULL,NULL,cell imaging,anticancer (photodynamic therapy),NULL,NULL,NULL,NULL,THF
2216,3-CCP-BP-PXZ,NULL,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=CC=C(Cl)C=C86,yellow,563,327,575,541,535,NULL,3,73,NULL,NULL,11.7,199,NULL,NULL,AIDF,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2217,9-CCP-BP-PXZ,NULL,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=C(Cl)C=C7)C8=CC=CC=C86,yellow,563,328,571,543,535,NULL,2.8,70.4,NULL,NULL,10.3,188,NULL,NULL,AIDF,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2218,(o-DMP)2PIO,NULL,O=P1(C2=CC=CC=C2)C(C3=C(C)C=CC=C3C)=C(C4=C(C)C=CC=C4C)C5=CC=CC=C51,white,434,321,425,418,423,NULL,15.7,45,NULL,NULL,2.28,4.96,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,9000,NULL,NULL,OLED,NULL,NULL,NULL,NULL,NULL,THF
2219,3-CCP-BP-PXZ,NULL,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=CC=C(Cl)C=C86,yellow,563,327,575,541,541,NULL,3,73,NULL,NULL,NULL,NULL,NULL,NULL,AIDF,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2220,(p-BP)2PIO,NULL,O=P1(C2=CC=CC=C2)C(C3=CC=C(C4=CC=CC=C4)C=C3)=C(C5=CC=C(C6=CC=CC=C6)C=C5)C7=CC=CC=C71,yellow,530,360,486,492,495,NULL,9.3,89.4,NULL,NULL,1.13,4.73,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,64000,NULL,NULL,OLED,NULL,NULL,NULL,NULL,NULL,THF
2221,"3,9-CCP-BP-PXZ",NULL,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=C(Cl)C=C7)C8=CC=C(Cl)C=C86,yellow,597,326,576,536,540,NULL,2.7,72.6,NULL,NULL,3.9,112,NULL,NULL,AIDF,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,6.999,NULL,THF
2222,(m-BP)2PIO,NULL,O=P1(C2=CC=CC=C2)C(C3=CC=CC(C4=CC=CC=C4)=C3)=C(C5=CC=CC(C6=CC=CC=C6)=C5)C7=CC=CC=C71,yellow,530,345,455,460,464,NULL,3.6,42.4,NULL,NULL,1.08,4.91,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,20000,NULL,NULL,OLED,NULL,NULL,NULL,NULL,NULL,THF
2223,2BrCzPN,NULL,BrC(C=C1)=CC2=C1N(C3=C2C=CC=C3)C4=CC(C#N)=C(C#N)C=C4N5C(C=CC(Br)=C6)=C6C7=C5C=CC=C7,green,616,366,495,490,494,NULL,5.7,54.3,9.6,NULL,6800,84500,7800,NULL,AIDF,TICT,1,0,0,0,1,0,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2224,PIPD-MP-DPA,NULL,CC1=CC(C2=NC3=CN=CC=C3N2C4=CC=CC=C4)=CC=C1N(C5=CC=CC=C5)C6=CC=CC=C6,white,452,349,446,446,525,NULL,73.5,48,NULL,NULL,NULL,NULL,NULL,NULL,other,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2225,(o-BP)2PIO,NULL,O=P1(C2=CC=CC=C2)C(C3=C(C4=CC=CC=C4)C=CC=C3)=C(C5=CC=CC=C5C6=CC=CC=C6)C7=CC=CC=C71,white,530,331,465,458,461,NULL,34.9,53.4,NULL,NULL,7.53,9.78,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,4000,NULL,NULL,OLED,NULL,NULL,NULL,NULL,NULL,THF
2226,BrCzCzPN,NULL,BrC(C=C1)=CC2=C1N(C3=C2C=CC=C3)C4=CC(C#N)=C(C#N)C=C4N5C(C=CC=C6)=C6C7=C5C=CC=C7,green,537,366,502,481,500,NULL,6.1,55.5,14.2,NULL,3400,78200,6300,NULL,AIDF,TICT,1,0,0,0,1,0,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2227,PIPD-MP-IMDB,NULL,CC1=CC(C2=NC3=CN=CC=C3N2C4=CC=CC=C4)=CC=C1N5C(C=CC=C6)=C6CCC7=C5C=CC=C7,white,478,338,458,447,521,NULL,44.7,45.2,NULL,NULL,NULL,NULL,NULL,NULL,other,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2228,PIPD-MP-DMAC,NULL,CC1=CC(C2=NC3=CN=CC=C3N2C4=CC=CC=C4)=CC=C1N(C5=C6C=CC=C5)C7=C(C6(C)C)C=CC=C7,white,492,287,473,451,460,NULL,7.2,15,NULL,NULL,NULL,NULL,NULL,NULL,other,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2229,2CzPN,NULL,N#CC1=C(C#N)C=C(N2C(C=CC=C3)=C3C4=C2C=CC=C4)C(N5C(C=CC=C6)=C6C7=C5C=CC=C7)=C1,green,458,368,501,474,474,NULL,12.5,60,17.8,NULL,NULL,25900,NULL,NULL,AIDF,TICT,1,0,0,0,1,0,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2230,(TPA)2PIO,NULL,O=P1(C2=CC=CC=C2)C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=C(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)C9=CC=CC=C91,orange,712,410,543,553,559,NULL,43.6,68.1,NULL,NULL,4.19,6.09,NULL,NULL,AIE,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,1900,NULL,1,organic light emitting diode,NULL,NULL,NULL,NULL,NULL,THF
2231,PIPD-MP-DPAC,NULL,CC1=CC(C2=NC3=CN=CC=C3N2C4=CC=CC=C4)=CC=C1N(C5=C6C=CC=C5)C7=C(C6(C8=CC=CC=C8)C9=CC=CC=C9)C=CC=C7,white,616,290,453,430,508,NULL,8.3,17.5,NULL,NULL,NULL,NULL,NULL,NULL,other,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2232,(TPAP)2PIO,NULL,O=P1(C2=CC=CC=C2)C(C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C3)=C(C7=CC=C(C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)C=C7)C%11=CC=CC=C%111,orange,864,370,550,544,551,NULL,93.3,56.4,NULL,NULL,4.96,8.35,NULL,NULL,ACQ,TICT,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,3300,NULL,1,organic light emitting diode,NULL,NULL,NULL,NULL,NULL,THF
2233,PDAD-DMAC,NULL,O=C1C2=C(C=C(N3C(C=CC=C4)=C4C(C)(C)C5=C3C=CC=C5)C=C2)N(C6=CC=CN=C6)C7=CC=CC=C71,green,479,389,524,514,502,NULL,26.5,71.2,NULL,NULL,NULL,NULL,NULL,NULL,other,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2234,PDAD-DPAC,NULL,O=C1C2=C(C=C(N3C(C=CC=C4)=C4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=C3C=CC=C7)C=C2)N(C8=CC=CN=C8)C9=CC=CC=C91,green,603,390,503,482,480,NULL,30.8,12.9,NULL,NULL,NULL,NULL,NULL,NULL,other,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2235,PDAD-SFAC,NULL,O=C1C2=C(C=C(N3C(C=CC=C4)=C4C(C5=C6C=CC=C5)(C7=CC=CC=C76)C8=C3C=CC=C8)C=C2)N(C9=CC=CN=C9)C%10=CC=CC=C%101,green,601,390,508,503,482,NULL,18.7,24.9,NULL,NULL,NULL,NULL,NULL,NULL,other,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2236,3-BCP-BP-PXZ,NULL,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=CC=C(Br)C=C86,yellow,607,327,580,521,540,NULL,1.5,61,NULL,NULL,NULL,NULL,NULL,NULL,AIDF,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2237,9-BCP-BP-PXZ,NULL,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=C(Br)C=C7)C8=CC=CC=C86,yellow,607,328,578,531,540,NULL,1.6,53.4,NULL,NULL,NULL,NULL,NULL,NULL,AIDF,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2238,"3,9-BCP-BP-PXZ",NULL,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=C(Br)C=C7)C8=CC=C(Br)C=C86,yellow,686,326,578,540,NULL,NULL,1.8,50.7,NULL,NULL,NULL,NULL,NULL,NULL,AIDF,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2239,VP-[2]BFu,NULL,C=CC1=CC=CC=C1C2=CC3=CC=CC=C3O2,colorless liquid,220,303,383,NULL,NULL,NULL,62.9,NULL,NULL,NULL,4.2,NULL,NULL,NULL,other,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,27000,NULL,NULL,biotechnologic applications,NULL,NULL,NULL,NULL,NULL,THF
2240,CP-2-BBP-PXZ,NULL,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1Br)C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=CC=CC=C86,yellow,607,332,581,537,NULL,NULL,1.6,35.6,NULL,NULL,NULL,NULL,NULL,NULL,AIDF,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2241,CP-3-BBP-PXZ,NULL,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C(Br)=C1)C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=CC=CC=C86,yellow,607,331,590,547,NULL,NULL,1.3,16.1,NULL,NULL,NULL,NULL,NULL,NULL,AIDF,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2242,CP-BP-BPXZ,NULL,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC(Br)=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=CC=CC=C86,yellow,607,331,575,525,NULL,NULL,1.9,23.5,NULL,NULL,NULL,NULL,NULL,NULL,AIDF,other,1,NULL,1,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,7,NULL,THF
2243,DMACP-TTDO,NULL,O=S1(C2=C(SC(C3=CC=C(N(C4=CC=CC=C4C5(C)C)C6=C5C=CC=C6)C=C3)=C2C7=CC=C(C(C)(C)C)C=C7)C(C8=CC=C(C(C)(C)C)C=C8)=C1C9=CC=C(N(C%10=CC=CC=C%10C%11(C)C)C%12=C%11C=CC=C%12)C=C9)=O,NULL,1003,403,581,605,585,NULL,2.1,44.3,NULL,NULL,1.61,13.96,NULL,NULL,AIE,ESIPT,1,NULL,1,0,1,1,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
2244,MFDMS,NULL,CC1(C)C2=C(C=CC=C2)C3=C1C=C(C4=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C(C7=CC8=C(C=C7)C9=C(C=CC=C9)C8(C)C)[Si]4(C)C)C=C3,NULL,647,396,412,523,NULL,NULL,2.5,75,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,NULL,1,0,1,1,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
2245,MFMPS,NULL,CC1(C)C2=C(C=CC=C2)C3=C1C=C(C4=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C(C7=CC8=C(C=C7)C9=C(C=CC=C9)C8(C)C)[Si]4(C%10=CC=CC=C%10)C)C=C3,NULL,709,401,411,534,520,NULL,2.6,88,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,NULL,1,0,1,1,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
2246,PFDMS,NULL,C[Si]1(C)C(C(C=C2)=CC3=C2C(C=CC=C4)=C4C3(C5=CC=CC=C5)C6=CC=CC=C6)=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=C1C9=CC%10=C(C=C9)C%11=C(C=CC=C%11)C%10(C%12=CC=CC=C%12)C%13=CC=CC=C%13,NULL,895,391,419,522,NULL,NULL,3.3,80,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,NULL,1,0,1,1,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
2247,PFMPS,NULL,C[Si]1(C2=CC=CC=C2)C(C(C=C3)=CC4=C3C(C=CC=C5)=C5C4(C6=CC=CC=C6)C7=CC=CC=C7)=C(C8=CC=CC=C8)C(C9=CC=CC=C9)=C1C%10=CC%11=C(C=C%10)C%12=C(C=CC=C%12)C%11(C%13=CC=CC=C%13)C%14=CC=CC=C%14,NULL,957,399,414,533,NULL,NULL,5.4,86,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,NULL,1,0,1,1,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
2248,SFDMS,NULL,C[Si]1(C)C(C(C=C2)=CC3=C2C(C=CC=C4)=C4C35C6=CC=CC=C6C7=C5C=CC=C7)=C(C8=CC=CC=C8)C(C9=CC=CC=C9)=C1C%10=CC%11=C(C=C%10)C%12=C(C=CC=C%12)C%11%13C%14=CC=CC=C%14C%15=C%13C=CC=C%15,NULL,891,397,417,521,NULL,NULL,5,85,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ESIPT,1,NULL,1,0,1,1,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
2249,SFMPS,NULL,C[Si]1(C2=CC=CC=C2)C(C(C=C3)=CC4=C3C(C=CC=C5)=C5C46C7=CC=CC=C7C8=C6C=CC=C8)=C(C9=CC=CC=C9)C(C%10=CC=CC=C%10)=C1C%11=CC%12=C(C=C%11)C%13=C(C=CC=C%13)C%12%14C%15=CC=CC=C%15C%16=C%14C=CC=C%16,NULL,953,402,415,535,520,NULL,4.8,76,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,NULL,1,0,1,1,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
2250,NpDMS,NULL,C[Si]1(C)C(C2=CC3=C(C=CC=C3)C=C2)=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=C1C6=CC(C=CC=C7)=C7C=C6,NULL,514,377,505,500,509,NULL,2.2,48,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,NULL,1,0,1,1,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
2251,NpMPS,NULL,C[Si]1(C(C2=CC3=C(C=C2)C=CC=C3)=C(C(C4=CC=CC=C4)=C1C5=CC6=C(C=C5)C=CC=C6)C7=CC=CC=C7)C8=CC=CC=C8,NULL,576,382,508,515,515,NULL,2.4,37,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,NULL,1,0,1,1,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
2252,VP-[2]BTh,NULL,C=CC1=CC=CC=C1C2=CC3=CC=CC=C3S2,colorless liquid,236,292,376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,other,other,NULL,NULL,1,1,1,1,1,1,0,NULL,NULL,12000,NULL,NULL,biotechnologic applications,NULL,NULL,NULL,NULL,NULL,THF
2253,AnDMS,NULL,C[Si]1(C)C(C2=CC3=C(C=C(C=CC=C4)C4=C3)C=C2)=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C1C7=CC(C=C(C=CC=C8)C8=C9)=C9C=C7,NULL,614,415,436,533,546,NULL,12,16,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,NULL,1,0,1,1,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
2254,AnMPS,NULL,C[Si]1(C2=CC=CC=C2)C(C3=CC4=C(C=C(C=CC=C5)C5=C4)C=C3)=C(C6=CC=CC=C6)C(C7=CC=CC=C7)=C1C8=CC(C=C(C=CC=C9)C9=C%10)=C%10C=C8,NULL,676,420,444,559,558,NULL,11,14,NULL,NULL,NULL,NULL,NULL,NULL,AIE,other,1,NULL,1,0,1,1,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
2255,TPE-TAPBI,NULL,CC(C)(C)C1=CC=C(C(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C5=CC=CC=C5)C=C2)=C(C=C(C(C)(C)C)C=C6)C6=C7C8=CC=C(C9=NC(C=CC=C%10)=C%10N9C%11=CC=CC=C%11)C=C8)C7=C1,NULL,889,395,445,459,452,NULL,3.9,64.2,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ESIPT,1,NULL,1,0,1,1,1,1,0,NULL,NULL,NULL,NULL,1,OLED,NULL,NULL,NULL,NULL,NULL,THF
