id,code,SMILES,reference,molecular_weight,emission_solid,emission_aggr,features_id,mechanism_id,doi,aTB
1626.0,"(2E,6E)-2,6-bis((7-(tert-butyl)pyren-1-yl)methylene)cyclohexan-1-one",CC(C)(C)C1=CC2=C3C(C=CC4=C(\C=C5/CCC\C(=C/C6=C7C=CC8=C9C(C=CC(C=C6)=C79)=CC(=C8)C(C)(C)C)C5=O)C=CC(C=C2)=C34)=C1,,634.86,,,AIE,TICT,10.1016/j.dyepig.2022.110123,success
1627.0,"4-methoxy-6'-((4-methoxyphenyl)ethynyl)-3',4',5'-triphenyl-1,1':2',1''-terphenyl",COC1=CC=C(C=C1)C#CC1=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=C1C1=CC=C(OC)C=C1,,618.78,,,AIE,neutral aromatic,10.1016/j.jlumin.2021.118653,success
1629.0,TPE,C1(C2=CC=CC=C2)=C(C(C=C3)=CC=C3/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)C(C(C=C7)=CC=C7/C(C8=CC=CC=C8)=C(C9=CC=CC=C9)\C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)C(C%12=CC=CC=C%12)=C1C%13=CC=CC=C%13,,1043.366,,,AIE,other,10.1002/chem.201203840,success
1636.0,TPB,F[B-](N1C2=CC=C1)(F)[N+]3=CC=CC3=C2C(C=C4)=CC=C4C5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)\C8=CC=CC=C8)C=C5,,598.238,,,AIE,TICT,10.1039/c2cc35188a,success
1637.0,TPVB,F[B-](N1C2=CC=C1)(F)[N+]3=CC=CC3=C2C4=CC=C(/C=C/C5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)\C8=CC=CC=C8)C=C5)C=C4,,,,,AIE,TICT,10.1039/c2cc35188a,success
1639.0,TPEB,F[B-](N1C2=CC=C1)(F)[N+]3=CC=CC3=C2C4=CC=C(C#CC5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)\C8=CC=CC=C8)C=C5)C=C4,,,,,AIE,TICT,10.1039/c2cc35188a,success
1711.0,TPE-BODIPY,F[B-]1(F)N2C(C(C(C=C3)=CC=C3/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)=C7[N+]1=C(C)C=C7)=CC=C2C,,550.46,,,AIE,TICT,10.1002/smll.201907074,success
1721.0,DAMB-SA,C[C@@]12C(CCC3=C2C=C(Br)C(/N=C/C4=CC=CC=C4O)=C3)[C@](C)(C(OC)=O)CCC1,"Nat. Commun. 2021, 12, 1773",470.407,,,AIE,ESIPT,10.1038/s41467-021-22061-y,success
1722.0,DAMB-SAB,C[C@@]12C(CCC3=C2C=C(Br)C(/N=C/C4=CC(C(C)(C)C)=CC(C(C)(C)C)=C4O)=C3)[C@](C)(C(OC)=O)CCC1,"Nat. Commun. 2021, 12, 1773",582.623,,,AIE,ESIPT,10.1038/s41467-021-22061-y,success
1723.0,DAMB-SAN,C[C@@]12C(CCC3=C2C=C(Br)C(/N=C/C4=CC([N+]([O-])=O)=CC=C4O)=C3)[C@](C)(C(OC)=O)CCC1,"Nat. Commun. 2021, 12, 1773",515.404,,,AIE,ESIPT,10.1038/s41467-021-22061-y,success
1743.0,TPAI,COc4ccc(N(c1ccccc1)c3ccc(/C=C/c2cc[n+](C)cc2)cc3)cc4,"Chem. Commun. 2022, ASAP. ",520.102,,,AIE,TICT,10.1039/D2CC02230C,success
1773.0,c5-TPBQ,Cc5cc(c1ccccc1)c6c2ccccc2c(c3ccccc3)c7c4ccccc4c5[n+]67,"Chem.Sci.,2021,12,709-717",420.53,,,AIE,ICT,10.1039/D0SC04725B,success
1775.0,TPE-3,O=C1C(OC2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2)=C(OC3=CC=CC=C31)C4=CC=C(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)C=C4,,658.0,,,AIE,ESIPT,10.1039/c6qm00223d,success
1777.0,TPP,C1(C2=CC=CC=C2)=C(C3=CC=CC=C3)N=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=N1,"Chem.Sci.,2015,6,1932-1937",384.0,,,AIE,other,10.1039/C4SC03365E,success
1782.0,TPP-4M,COC(C=C1)=CC=C1C2=NC(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)N=C2C5=CC=C(OC)C=C5,"Chem.Sci.,2015,6,1932-1937",505.0,,,AIE,other,10.1039/C4SC03365E,success
1785.0,TPP-4TPA,CC(C)(C)C(C=C1)=CC=C1N(C2=CC=C(C(C=C3)=CC=C3C4=C(C5=CC=C(C(C=C6)=CC=C6N(C7=CC=C(C(C)(C)C)C=C7)C8=CC=C(C(C)(C)C)C=C8)C=C5)N=C(C9=CC=C(C(C=C%10)=CC=C%10N(C%11=CC=C(C(C)(C)C)C=C%11)C%12=CC=C(C(C)(C)C)C=C%12)C=C9)C(C%13=CC=C(C(C=C%14)=CC=C%14N(C%15=CC=C(C(C)(C)C)C=C%15)C%16=CC=C(C(C)(C)C)C=C%16)C=C%13)=N4)C=C2)C%17=CC=C(C(C)(C)C)C=C%17,"J.Mater.Chem.C,2016,4,2901-2908",1807.0,,,AIE,other,10.1039/C5TC03299G,success
1789.0,TAA-4TPA,C1(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)N=C(C=C(N=C(C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)C(C%11=CC=C(N(C%12=CC=CC=C%12)C%13=CC=CC=C%13)C=C%11)=N%14)C%14=C%15)C%15=N1,"Chem.Sci.,2018,9,7829-7834",1155.0,,,AIE,other,10.1039/C8SC02810A,success
1797.0,DCP-PTPA,N#CC1=NC(N=C(C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C2)C(C6=CC=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C6)=N%10)=C%10N=C1C#N,"ACSNano2020,14,4265−4275",821.0,,,AIE,other,10.1021/acsnano.9b09625,success
1801.0,2TPAVDPP,C1=CC=CC=C1N(C2=CC=CC=C2)C8=CC=C(/C=C/C7=C6C(=C(/C=C/C5=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C5)N(CCCC)C6=O)C(=O)N7CCCC)C=C8,"ACSNano2022,16,4162−4174",787.0,,,AIE,ESIPT,10.1021/acsnano.1c10019,success
1802.0,TPATPEVDPP,CCCCn9c(/C=C/c4ccc(/C(=C(c1ccccc1)/c2ccc(N(C)C)cc2)c3ccc(N(C)C)cc3)cc4)c8c(=O)n(CCCC)c(/C=C/c7ccc(N(c5ccccc5)c6ccccc6)cc7)c8c9=O,"ACSNano2022,16,4162−4174",959.531,,,AIE,other,10.1021/acsnano.1c10019,success
1825.0,DMTPA-PDI3,CC1(C2=C3C(C(C)(C4=CC(C#CC5=CC(C(N(C(C6=CC=C78)=O)C(CCCCCC)CCCCCC)=O)=C6C8=C5C9=C%10C7=CC=C%11C(N(C(C(C=C9)=C%10%11)=O)C(CCCCCC)CCCCCC)=O)=CC%12=C4N3C%13=C1C=C(C=C%13C%12(C)C)C#CC%14=CC%15=C%16C(C(N(C%15=O)C(CCCCCC)CCCCCC)=O)=CC=C%17C%18=CC=C%19C(N(C(C%20=C%19C%18=C(C%14=C%17%16)C=C%20)=O)C(CCCCCC)CCCCCC)=O)C)CC(C#CC%21=CC%22=C%23C(C%24=CC=C%23C(N(C%22=O)C(CCCCCC)CCCCCC)=O)=C%21C%25=C%26C%24=CC=C%27C(N(C(C(C=C%25)=C%26%27)=O)C(CCCCCC)CCCCCC)=O)=C2)C,"Adv.Sci.2017,4,1700110",2696.0,,,AIE,TICT,10.1002/advs.201700110,success
1827.0,TPE-BEP,COCCOCCOCCOCCOC(C=C1)=CC=C1/C(C2=CC=C(OCCOCCOCCOCCOC)C=C2)=C(C3=CC=C(/C=C/C4=CC=NC=C4)C=C3)C5=CC=C(/C=C/C6=CC=NC=C6)C=C5,"Biomater.Sci.,2021,9,4301-4307",951.478,,,AIE,ICT,10.1039/d1bm00044f,success
1837.0,PVA-TPE,OC(C)CC1CC(C)OC(C2=CC=CC(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)/C5=CC=CC=C5)=C2)O1,"Peng,J.,Tomsia,A.P.,Jiang,L.,Tang,B.Z.&Cheng,Q.Stiffandtoughpdms-mmtlayerednanocompositesvisualizedbyaieluminogens.NatureCommunications12,1-9(2021).",,,,AIE,other,10.1038/s41467-021-24835-w,success
1845.0,TPE-Ph-B,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C=C6C(N(C)C(N(C)C/6=O)=O)=O)C=C5)C=C4)C=C1,"Chem.AsianJ.2019,14,871-876",634.247,,,AIE,TICT,10.1002/asia.201801660.,success
1850.0,TPI-C,CCCCCCCCn3c(c1ccc(OC(=O)NCC)cc1)nc(c2ccccc2)c3c4ccccc4,"Mater.Horiz.,2019,6,2032-2039.",495.667,,,AIE,other,10.1039/c9mh00798a,success
1852.0,PASPy,CN(C)c3ccc(/N=C/c2ccc(c1cccnc1)cc2O)cc3,"MicrochemicalJournal2020,153,104503",317.0,,,AIE,ESIPT,10.1016/j.microc.2019.104503,success
1853.0,PASPy-al,C=CC[n+]3cccc(c2ccc(/C=N/c1ccc(N(C)C)cc1)c(O)c2)c3.[Br-],"MicrochemicalJournal2020,153,104503",358.0,,,AIE,ESIPT,10.1016/j.microc.2019.104503,success
1860.0,TPENNO2,C5(/C(=C(C1=CC=CC=C1)/C3=CC=C(NS(=O)(=O)C2=CC=C(N(=O)=O)C=C2N(=O)=O)C=C3)C4=CC=CC=C4)=CC=CC=C5,"SensorsandActuatorsB:Chemical2017,252,712-716",577.61,,,AIE,other,10.1016/j.snb.2017.06.066,success
1865.0,BTCV-CO,C=CCOc1cc(N(CC)CC)ccc1/C=C(C#N)/c3nc2ccccc2s3,"Anal.Chem.,2019,91,9388-9392.",389.517,,,AIE,other,10.1021/acs.analchem.9b02691,success
1869.0,TPE-Gal,C7(/C(=C(C1=CC=CC=C1)/C5=CC=C(C4=CC=[N+](CC3=CC=C(OC2C(O)C(O)C(O)C(O)O2)C=C3)C=C4)C=C5)C6=CC=C(OC)C=C6)=CC=C(OC)C=C7.[Br-],"Chem.Commun.,2017,53,4505-4508",738.86,,,AIE,other,10.1039/c7cc00249a,success
1871.0,BTIC,CCN(CC)c4ccc3cc(c2nc1ccccc1s2)c(=N)oc3c4,"Anal.Chem.,2019,91,9388-9392.",349.452,,,AIE,other,10.1021/acs.analchem.9b02691,success
1883.0,2TPAVDPP,CCCCC(Cn(c(/C=C/c1ccc(N(c2ccccc2)c3ccccc3)cc1)c4c5c(/C=C/c6ccc(N(c7ccccc7)c8ccccc8)cc6)n(CC(CCCC)CC)c4=O)c5=O)CC,"ACSNano2022,16,4162-4174",899.0,,,AIE,other,10.1021/acsnano.1c10019,success
1887.0,DPBTA-DPTQ,CC(C=C1)=CC=C1N(C2=CC=C(C)C=C2)C(S3)=CC=C3C4=C(N=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=N7)C7=C(C8=CC=C(N(C9=CC=C(C)C=C9)C%10=CC=C(C)C=C%10)S8)C%11=NSN=C%114,"Angew.Chem.Int.Ed.2021,60,26769–26776",895.0,,,AIE,other,10.1002/anie.202111767,success
1890.0,TTBSCH,O=S(C(C=C1)=CC=C1C(S2)=CC=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)(NC(NC6CCCCC6)=O)=O,"Chem.Sci.,2021,12,13949–13957",607.0,,,AIE,other,10.1039/d1sc03932f,success
1892.0,TCFPB-HNO,CCN(CC)c5ccc(/C=C/C1=C(C#N)/C(=C(C#N)/C#N)OC1(C)C)c(OC(=O)c2ccccc2P(c3ccccc3)c4ccccc4)c5,"Mater.Chem.Front.,2021,5,1817",663.0,,,AIE,other,10.1039/d0qm00995d,success
1895.0,TTFMN,N#C/C(C#N)=C/C(O1)=CC=C1C2=CC=C(N(C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)C=C3)C7=CC=CC=C7)C=C2,"Adv.Sci.2021,8,2100524",641.0,,,AIE,other,10.1002/advs.202100524,success
1904.0,TPE-ETh-B,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=C(OCCO6)C6=C(/C=C7C(N(C)C(N(C)C7=O)=O)=O)S5)C=C4)C=C1,"Chem.AsianJ.2019,14,871-876",698.0,,,AIE,TICT,10.1002/asia.201801660,success
1905.0,TPE-Se,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(C6=CC=C(/C(C7=CC=CC=C7)=C(C8=CC=CC=C8)/C9=CC=CC=C9)C=C6)C%10=N[Se]N=C%105)C=C4)=CC=CC=C1,"ActaChim.Sinica2021,79,319-325",843.932,,,AIE,TICT,10.6023/A20100501,success
1906.0,OBP,C1(OC2=CC=CC(OC3=NC4=CN=C3)=C2)=NC(OC5=CC=CC(O4)=C5)=CN=C1,"Angew.Chem.Int.Ed.2021,60,22417–22423",372.0,,,AIE,other,10.1002/anie.202108326,success
1922.0,DCQTB,CC(C)(C)C1=C/C(C=C(/C=C/C2=CC(C(C)(C)CCN3C(C4)C)=C3C4=C2)O1)=C(C#N)/C#N,"TetrahedronLetters2019,60,1880–1884",425.0,,,AIE,TICT,10.1016/j.tetlet.2019.06.007,success
1924.0,IND,O=C(C1=CC=CC=C1C/2=O)C2=CC3=CC=C(N(CCCC)CCCC)C=C3,"Mater.Horiz.,2019,6,546-553",361.0,,,AIE,TICT,10.1039/c8mh01293h,success
1928.0,TTFMN,N#C/C(C#N)=C/C(O1)=CC=C1C(C=C2)=CC=C2N(C3=CC=CC=C3)C(C=C4)=CC=C4/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7,"Adv.Sci.2021,8,2100524",641.0,,,AIE,TICT,10.1002/advs.202100524,success
1936.0,TSSI,N#C/C(C#N)=C1C2=C(C(/C/1=CC(S3)=CC=C3C4=CC=C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)S4)=C(C#N)/C#N)C=CC=C2,"Adv.Mater.2020,32,2003210",661.139,,,AIE,other,10.1002/adma.202003210,success
1944.0,QLZ,O=C(OC)C1=C2N(C(C(OC)=O)C(C(OC)=O)=C1C(OC)=O)C=CC=C2,"Angew.Chem.Int.Ed.2022,61,e202117709",363.0,,,AIE,other,10.1002/anie.202117709,success
1945.0,TPA-QLZ,O=C(OC)C1=C2N(C(C(OC)=O)C(C(OC)=O)=C1C(OC)=O)C=CC(C(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5)=C2,"Angew.Chem.Int.Ed.2022,61,e202117709",606.0,,,AIE,other,10.1002/anie.202117709,success
1958.0,CBA-C4H9,O=C(CCCC)C(C=C1)=CC=C1N(C2=CC=CC=C23)C4=C3C=CC=C4,"Small2021,2005449",327.427,,,AIE,ICT,10.1002/smll.202005449,success
1962.0,TPA-TQ1,C1(N(C2=CC=CC=C2)C3=CC=C(C4=C(N=CC=N5)C5=C(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)C9=NSN=C94)C=C3)=CC=CC=C1,"Angew.Chem.2021,133,21215-21223",674.826,,,AIE,TICT,10.1002/ange.202109048,success
1963.0,TPA-TQ2,C1(N(C2=CC=CC=C2)C3=CC=C(C4=C(N=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=N7)C7=C(C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)C%11=NSN=C%114)C=C3)=CC=CC=C1,"Angew.Chem.2021,133,21215-21223",827.022,,,AIE,TICT,10.1002/ange.202109048,success
1964.0,TPA-TQ3,C1(N(C2=CC=CC=C2)C3=CC=C(C4=C(N=C(C5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)/C8=CC=CC=C8)C=C5)C(C9=CC=C(/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C=C9)=N%13)C%13=C(C%14=CC=C(N(C%15=CC=CC=C%15)C%16=CC=CC=C%16)C=C%14)C%17=NSN=C%174)C=C3)=CC=CC=C1,"Angew.Chem.2021,133,21215-21223",1335.686,,,AIE,TICT,10.1002/ange.202109048,success
1965.0,TPR,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(/C=C5C(N(CC(O)=O)C(S5)=S)=O)C=C4)C=C1,"ACSNano2020,14,5121−5134",593.712,,,AIE,TICT,10.1021/acsnano.0c02197,success
1967.0,2DMTT-TBZ,CN(C)C(C=C1)=CC=C1/C(C2=CC=C(N(C)C)C=C2)=C(C3=CC=CC=C3)C4=CC=C(C5=CC(CCCCCCCC)=C(C6=C(N=S=N7)C7=C(C(S8)=C(CCCCCCCC)C=C8C(C=C9)=CC=C9/C(C%10=CC=CC=C%10)=C(C%11=CC=C(N(C)C)C=C%11)/C%12=CC=C(N(C)C)C=C%12)C%13=NN(CC(CCCC)CC)N=C%136)S5)C=C4,"Adv.HealthcareMater.2021,2101063",1511.209,,,AIE,TICT,10.1002/adhm.202101063,success
1968.0,2DMTT-BBTD,CN(C)C(C=C1)=CC=C1/C(C2=CC=C(N(C)C)C=C2)=C(C3=CC=CC=C3)C4=CC=C(C5=CC(CCCCCCCC)=C(C6=C(N=S=N7)C7=C(C(S8)=C(CCCCCCCC)C=C8C(C=C9)=CC=C9/C(C%10=CC=CC=C%10)=C(C%11=CC=C(N(C)C)C=C%11)/C%12=CC=C(N(C)C)C=C%12)C%13=NSN=C%136)S5)C=C4,"Adv.HealthcareMater.2021,2101063",1416.038,,,AIE,TICT,10.1002/adhm.202101063,success
1969.0,TPE-T-RO,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C=C6C(N(CC)C(S/6)=O)=O)S5)C=C4)C=C1,"Adv.Mater.2022,34,2106994",629.789,,,AIE,TICT,10.1002/adma.202106994,success
1970.0,TPE-T-RS,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C=C6C(N(CC)C(S/6)=S)=O)S5)C=C4)C=C1,"Adv.Mater.2022,34,2106994",645.85,,,AIE,TICT,10.1002/adma.202106994,success
1981.0,"2,4,6-TMe-DPE",CC1=C(/C=C/C2=C(C)C=C(C)C=C2C)C(C)=CC(C)=C1,"Mater.Chem.Front.,2019,3,1143-1150.",264.188,,,AIE,neutral aromatic,10.1039/c9qm00156e,success
1986.0,AIE-G,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C(/C(C4=CC=C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)C=C4)=C(C8=CC=C(C9=CC=C(N(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C=C9)C=C8)/C%12=CC=C(C%13=CC=C(N(C%14=CC=CC=C%14)C%15=CC=CC=C%15)C=C%13)C=C%12)C=C1,"Adv.Mater.2019,31,1902365",1228.54,,,AIE,ESIPT,10.1002/adma.201902365,success
1990.0,AIE-R,C/C(C1=CC=C(N(C2=CC=CC=C2)C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)C=C3)C=C1)=C(C#N)C(C=C7)=CC=C7N(C8=CC=CC=C8)C(C=C9)=CC=C9/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)/C%12=CC=CC=C%12,"Adv.Mater.2019,31,1902365",1061.47,,,AIE,TICT,10.1002/adma.201902365,success
2009.0,DP-TPT,C12=C(C3=CC=C(C4=CC=C(C5=CC=C(C6=C(CCC7=CC=C8C=C7)C=CC(CC8)=C6)S5)C9=NSN=C94)S3)C=C(CCC%10=CC=C(CC2)C=C%10)C=C1,"ACSNano2019,13,11863−11873",712.2,,,AIE,other,10.1021/acsnano.9b05914,success
2020.0,TNZTPE,C1(N(C2=CC=C(C3=C(C=CC=C4)C4=C(C5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)/C8=CC=CC=C8)C=C5)C9=NSN=C93)C=C2)C%10=CC=CC=C%10)=CC=CC=C1,"J.Mater.Chem.C,2022,10,1062–1068",759.27,,,AIE,TICT,10.1039/d1tc04343a,success
2023.0,DPCE-ACh,CCCCCCCCCCCCCCCCCCCCCCCCCCOC1=CC(/C=C(C#N)/C2=CC=C(OCC(N([H])/N=C/C3=CC=C(OCC(O[C@@H]4CC5=CC[C@]([C@@](CC[C@]6([H])[C@H](C)CCCC(C)C)([H])[C@]6(C)CC7)([H])[C@@]7([H])[C@@]5(C)CC4)=O)C=C3)=O)C=C2)=CC=C1OCCCCCCCCCCCCCCCCCCCCCCCCCC,"Mater.Chem.Front.,2019,3,1768-1778",1585.29,,,AIE,TICT,10.1039/C9QM00332K,success
2025.0,DBTBT-2C8,CCCCCCCCOC1=CC=C(C2=CC=C(C3=CC=C(C4=CC=C(C5=CC=C(OCCCCCCCC)C=C5)S4)C6=NSN=C63)S2)C=C1,"ACSAppl.Mater.Interfaces2020,12,6814−6826",708.29,,,AIE,ESIPT,10.1021/acsami.9b18336,success
2026.0,DBTBT-4C8,CCCCCCCCOC1=CC(C(S2)=CC=C2C(C3=NSN=C34)=CC=C4C(S5)=CC=C5C6=CC(OCCCCCCCC)=CC(OCCCCCCCC)=C6)=CC(OCCCCCCCC)=C1,"ACSAppl.Mater.Interfaces2020,12,6814−6826",964.53,,,AIE,other,10.1021/acsami.9b18336,success
2028.0,tp4,COC(C=C1)=CC=C1/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)C4=CC=C(/C(C)=C(C#N)/C#N)C=C4,"Chem.Commun.,2017,53,8727",482.5,,,AIE,neutral aromatic,10.1039/C7CC04864E,success
2030.0,tp6,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C(C)=C(C#N)/C#N)C=C5)C=C4)C=C1,"Chem.Commun.,2017,53,8727",558.7,,,AIE,neutral aromatic,10.1039/C7CC04864E,success
2031.0,tp7,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(/C(C5=CC=CS5)=C(C#N)/C#N)C=C4)C=C1,"Chem.Commun.,2017,53,8727",550.6,,,AIE,neutral aromatic,10.1039/C7CC04864E,success
2040.0,CBBHA-12,O=C(N/N=C/C1=CC(C(C2=CC(/C=N/NC(C3=CC=C(OCCCCCCCCCCCC)C=C3)=O)=C(O)C=C2)=O)=CC=C1O)C4=CC=C(OCCCCCCCCCCCC)C=C4,"J.Mater.Chem.C,2020,8,13705-13711",874.0,,,AIE,ESIPT,10.1039/d0tc03665j,success
2058.0,TPA-BTDH,COC(C=C1)=CC=C1N(C2=CC=C(OC)C=C2)C(C=C3)=CC=C3C4=C(N=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=N7)C7=C(C8=CC=C(N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)C=C8)C%11=NSN=C%114,"Adv.Mater.2021,33,2102258",947.337,,,AIE,other,10.1002/adma.202102258,success
