id,code,AggIndex,SMILES,reference,molecular_weight,emission_solid,emission_aggr,features_id,mechanism_id,doi
1092,(Z)-o-BTPATPE,,C1(/C(C2=CC=CC=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=C(C6=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=CC=C6)\C%10=CC=CC=C%10)=CC=CC=C1,"Adv.Mater.2011, 23, 5430每5435",818.37,490,,AIE,ICT, 10.1002/adma.201102804 
1093,p-BCaPTPE,,C1(/C(C2=CC=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C=C2)=C(C7=CC=C(C8=CC=C(N9C(C=CC=C%10)=C%10C%11=C9C=CC=C%11)C=C8)C=C7)/C%12=CC=CC=C%12)=CC=CC=C1,"Adv.Mater.2011, 23, 5430每5435",814.33,487,,AIE,ICT,10.1002/adma.201102804
1094,m2Cz-TAn-CN,,CC(C)C1=CC2=C(C=C1)C(C3=CC=C(C#N)C=C3)=C4C(C=CC(C(C)C)=C4)=C2C5=CC(N6C7=C(C=CC=C7)C8C6C=CC=C8)=CC(N9C%10=C(C=CC=C%10)C%11=C9C=CC=C%11)=C5,"Mater. Chem. Front., 2021, 5, 6978每6986",772,454,,AIE,other,10.1039/d1qm00880c
1095,mCz-TAn-CN,,CC(C)C1=CC2=C(C=C1)C(C3=CC=C(C#N)C=C3)=C4C(C=CC(C(C)C)=C4)=C2C5=CC(N6C7=C(C=CC=C7)C8C6C=CC=C8)=CC=C5,"Mater. Chem. Front., 2021, 5, 6978每6986",606,453,,AIE,other,10.1039/d1qm00880c
1097,TTPEBTTD,,C1(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)\C5=CC=CC=C5)C=C2)=CC=C(C6=CC=C(C7=NSN=C67)C8=C(C9=CC=C(/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)\C%12=CC=CC=C%12)C=C9)C=C(C%13=CC=C(/C(C%14=CC=CC=C%14)=C(C%15=CC=CC=C%15)/C%16=CC=CC=C%16)C=C%13)S8)S1,"J. Mater. Chem., 2012, 22, 11018每11021",1291,646,,AIE,other,10.1039/c2jm31482g
1101,CZ2TPAN,,CCN(C1=CC=C(C2=CC=C(/C(C#N)=C(C3=CC=CC=C3)\C4=CC=CC=C4)C=C2)C=C15)C6=C5C=C(C7=CC=C(/C(C#N)=C(C8=CC=CC=C8)\C9=CC=CC=C9)C=C7)C=C6,"Chin. Sci. Bull., 2013, 58, 2719-2722",753.95,504,541,AIE,ICT,10.1007/s11434-013-5893-0
1105,BTPEBCF,,CCCCCCCN1C2=C(C=CC=C2)C3=C1C=CC(C4(C5=CC=C(N(CCCCCCC)C6=C7C=CC=C6)C7=C5)C8=CC(C9=CC=C(/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)/C%12=CC=CC=C%12)C=C9)=CC=C8C%13=C4C=C(C%14=CC=C(/C(C%15=CC=CC=C%15)=C(C%16=CC=CC=C%16)\C%17=CC=CC=C%17)C=C%14)C=C%13)=C3,"J. Mater. Chem., 2011, 21, 10949每10956",1353.7,487,,AIE,other,10.1039/c1jm10221d
1106,THPSTPA,,C1(N(C2=CC=C(C#CC3=CC=C([Si]4(C5=CC=CC=C5)C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=C4C9=CC=CC=C9)C=C3)C=C2)C%10=CC=C(C#CC%11=CC=C([Si]%12(C%13=CC=CC=C%13)C(C%14=CC=CC=C%14)=C(C%15=CC=CC=C%15)C(C%16=CC=CC=C%16)=C%12C%17=CC=CC=C%17)C=C%11)C=C%10)=CC=C(C#CC%18=CC=C([Si]%19(C%20=CC=CC=C%20)C(C%21=CC=CC=C%21)=C(C%22=CC=CC=C%22)C(C%23=CC=CC=C%23)=C%19C%24=CC=CC=C%24)C=C%18)C=C1,"Dyes and Pigments, 2011, 91, 258-263",1926.71,,495,AIE,other,10.1016/j.dyepig.2011.03.006
1107,TPEBPy,,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(C=C6)C7=C5C=CC8=C7C6=CC=C8)C=C4)=CC=C(C9=CC=C(C=C%10)C%11=C9C=CC%12=CC=CC%10=C%11%12)C=C1,"Chem. Asian J., 2012, 7, 484每488",732.28,488,,AIE,other,10.1002/asia.201100753
1108,TPEBAn,,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=C(C=CC=C6)C6=CC7=C5C=CC=C7)C=C4)=CC=C(C8=C(C=CC=C9)C9=CC%10=C8C=CC=C%10)C=C1,"Chem. Asian J., 2012, 7, 484每488",684.28,486,,AIE,other,10.1002/asia.201100753
1109,TPEBPa,,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=C(C=CC=C6)C6=C(C=CC=C7)C7=C5)C=C4)=CC=C(C8=CC(C=CC=C9)=C9C%10=C8C=CC=C%10)C=C1,"Chem. Asian J., 2012, 7, 484每488",684.29,475,,AIE,other,10.1002/asia.201100753
1110,TPEBNp,,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=CC6=C5C=CC=C6)C=C4)=CC=C(C7=CC=CC8=C7C=CC=C8)C=C1,"Chem. Asian J., 2012, 7, 484每488",584.25,474,,AIE,other,10.1002/asia.201100753
1111,TPEB-2-Np,,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(C=CC=C6)C6=C5)C=C4)=CC=C(C7=CC(C=CC=C8)=C8C=C7)CC1,"Chem. Asian J., 2012, 7, 484每488",584.25,492,,AIE,other,10.1002/asia.201100753
1112,p-BTPATPE,,C1(/C(C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C2)=C(C6=CC=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C6)/C%10=CC=CC=C%10)=CC=CC=C1,"Chem. Commun., 2011, 47, 6924每6926",818.37,509,,AIE,other,10.1039/c1cc12011e
1113,p-BTPATPE,,C1(/C(C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C2)=C(C6=CC=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C6)/C%10=CC=CC=C%10)=CC=CC=C1,"Chem. Commun., 2011, 47, 6924每6926",818.37,509,,AIE,other,10.1039/c1cc12011e
1114,TPEPBN,,CB1(C)[N]2=CC=CC=C2C3=C1C=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)\C6=CC=CC=C6)C=C3,"Chem. Eur. J. 2013, 19, 11512 每 11517",449.37,491,,AIE,other,10.1002/chem.201301815
1115,TPEQBN,,CB1(C)[N]2=C3C(C=CC=C3)=CC=C2C4=C1C=C(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)\C7=CC=CC=C7)C=C4,"Chem. Eur. J. 2013, 19, 11512 每 11517",499.43,500,,AIE,other,10.1002/chem.201301815
1116,TPE-BODIPY,,FB([N]1=C(C)C=C(C)C1=C2C3=CC=C(C4=CC=C(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)C=C4)C=C3)(F)N8C2=C(C)C=C8C,"Part. Part. Syst. Charact. 2014, 31, 481每491",654.3,,,AIE,other,10.1002/ppsc.201300223
1119,TTPEBTTD,,C1(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)\C5=CC=CC=C5)C=C2)=CC=C(C6=CC=C(C7=NSN=C67)C8=C(C9=CC=C(/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)\C%12=CC=CC=C%12)C=C9)C=C(C%13=CC=C(/C(C%14=CC=CC=C%14)=C(C%15=CC=CC=C%15)/C%16=CC=CC=C%16)C=C%13)S8)S1,"J. Mater. Chem., 2012, 22, 11018每11021",1291,646,,AIE,other,10.1039/c2jm31482g
1120, (Z)-o-BPTPE,,c1(c2ccccc2)c(C(C3=CC=CC=C3)=c(C4=CC=CC=C4)c5c(c6ccccc6)cccc5)cccc1,"Chem. Commun., 2014, 50, 1131--1133",484,476,,AIE,other,10.1039/c3cc47696k
1121,(Z)-o-BBPTPE,,c1(c2ccc(c3ccccc3/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/c6ccccc6c7ccc(c8ccccc8)cc7)cc2)ccccc1,"Chem. Commun., 2014, 50, 1131--1133",636,472,,AIE,other,10.1039/c3cc47696k
1122,(Z)-o-BNTPE,,c1(cccc2)c2ccc(c3ccccc3/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/c6ccccc6c(cc7)cc8c7cccc8)c1,"Chem. Commun., 2014, 50, 1131--1133",584,468,,AIE,other,10.1039/c3cc47696k
1125,BBPTPE,,C(/C1=CC=CC=C1)(c2ccc(c3ccc(c4ccccc4)cc3)cc2)=C(c5ccc(c6ccc(c7ccccc7)cc6)cc5)\C8=CC=CC=C8,"Chem. Commun., 2014, 50, 1131--1133",636,477,,AIE,other,10.1039/c3cc47696k
1140,DEATPE,,CCN(CC)C(C=C1)=CC=C1/C(C2=CC=C(N(CC)CC)C=C2)=C(C3=CC=CC=C3)\C4=CC=CC=C4,"J. Mater. Chem. C, 2015, 3, 112-120",474.69,,477,AIE,ICT,10.1039/c4tc02161d
1141,DFDEATPE,,CCN(CC)C(C=C1)=CC=C1/C(C2=CC=C(N(CC)CC)C=C2)=C(C3=CC=C(F)C=C3)\C4=CC=C(F)C=C4,"J. Mater. Chem. C, 2015, 3, 112-120",510.67,481,480,AIE,ICT,10.1039/c4tc02161d
1142,CNDEATPE,,CCN(CC)C(C=C1)=CC=C1/C(C2=CC=C(N(CC)CC)C=C2)=C(C3=CC=CC=C3)\C4=CC=C(C#CC5=CC=C(C#N)C=C5)C=C4,"J. Mater. Chem. C, 2015, 3, 112-120",599.82,558,588,AIE,ICT,10.1039/c4tc02161d
1624,Silole,,C[Si]1(C)C(C2=CC=C(CN=[N+]=[N-])C=C2)=C(C3=CC=CC=C3)C(C4=CC=CC=C4)=C1C5=CC=C(CN=[N+]=[N-])C=C5,"Liu, J., et al. Chem. Sci., 2012,3, 2737-2747",524.7,,500,AIE,neutral aromatic,10.1039/c2sc20382k
1625,TPE,,O=C(C1=CC=CC=C1)C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=C(OCCCS(=O)([O-])=O)C=C4)/C5=CC=C(OCCCN=[N+]=[N-])C=C5)C=C2,"Gao, X., et al. Chem. Commun., 2019,55, 8321-8324",672.78,,539,AIE,neutral aromatic,10.1039/C9CC03923F
1626,"(2E,6E)-2,6-bis((7-(tert-butyl)pyren-1-yl)methylene)cyclohexan-1-one",,CC(C)(C)C1=CC2=C3C(C=CC4=C(\C=C5/CCC\C(=C/C6=C7C=CC8=C9C(C=CC(C=C6)=C79)=CC(=C8)C(C)(C)C)C5=O)C=CC(C=C2)=C34)=C1,,634.86,517,517,AIE,TICT,10.1016/j.dyepig.2022.110123
1627,"4-methoxy-6'-((4-methoxyphenyl)ethynyl)-3',4',5'-triphenyl-1,1':2',1''-terphenyl",,COC1=CC=C(C=C1)C#CC1=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=C1C1=CC=C(OC)C=C1,,618.78,416,412,AIE,neutral aromatic,10.1016/j.jlumin.2021.118653
1628,TPE,,C1(C#CC2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)\C5=CC=CC=C5)C=C2)=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)\C8=CC=CC=C8)C=C1,,686.898,,484,AIE,other,10.1002/chem.201203840
1629,TPE,,C1(C2=CC=CC=C2)=C(C(C=C3)=CC=C3/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)C(C(C=C7)=CC=C7/C(C8=CC=CC=C8)=C(C9=CC=CC=C9)\C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)C(C%12=CC=CC=C%12)=C1C%13=CC=CC=C%13,,1043.366,,480,AIE,other,10.1002/chem.201203840
1636,TPB,,F[B-](N1C2=CC=C1)(F)[N+]3=CC=CC3=C2C(C=C4)=CC=C4C5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)\C8=CC=CC=C8)C=C5,,598.238,,,AIE,TICT,10.1039/c2cc35188a
1637,TPVB,,F[B-](N1C2=CC=C1)(F)[N+]3=CC=CC3=C2C4=CC=C(/C=C/C5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)\C8=CC=CC=C8)C=C5)C=C4,,,,,AIE,TICT, 10.1039/c2cc35188a
1638,TPVB,,F[B-](N1C2=CC=C1)(F)[N+]3=CC=CC3=C2C4=CC=C(/C=C/C5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)\C8=CC=CC=C8)C=C5)C=C4,,,,,AIE,TICT,10.1039/c2cc35188a
1639,TPEB,,F[B-](N1C2=CC=C1)(F)[N+]3=CC=CC3=C2C4=CC=C(C#CC5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)\C8=CC=CC=C8)C=C5)C=C4,,,,,AIE,TICT,10.1039/c2cc35188a
1694,PPQE,,O=C(C1=CC=CC=C1)/C=C2C(C3=CC=CC=C3)=NC4=C(C=CC=C4)N/2,,324.383,,,AIE,ESIPT,10.1039/c7qm00435d
1711,TPE-BODIPY ,,F[B-]1(F)N2C(C(C(C=C3)=CC=C3/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)=C7[N+]1=C(C)C=C7)=CC=C2C,,550.46,,,AIE,TICT,10.1002/smll.201907074
1721,DAMB-SA,,C[C@@]12C(CCC3=C2C=C(Br)C(/N=C/C4=CC=CC=C4O)=C3)[C@](C)(C(OC)=O)CCC1,"Nat. Commun. 2021, 12, 1773",470.407,532,534,AIE,ESIPT,10.1038/s41467-021-22061-y
1722,DAMB-SAB,,C[C@@]12C(CCC3=C2C=C(Br)C(/N=C/C4=CC(C(C)(C)C)=CC(C(C)(C)C)=C4O)=C3)[C@](C)(C(OC)=O)CCC1,"Nat. Commun. 2021, 12, 1773",582.623,566,567,AIE,ESIPT,10.1038/s41467-021-22061-y
1723,DAMB-SAN,,C[C@@]12C(CCC3=C2C=C(Br)C(/N=C/C4=CC([N+]([O-])=O)=CC=C4O)=C3)[C@](C)(C(OC)=O)CCC1,"Nat. Commun. 2021, 12, 1773",515.404,529,527,AIE,ESIPT,10.1038/s41467-021-22061-y
1727,Azo-TPA-Th(+),,C%12=C(N(C3=CC=C(C2=CC=C(C1=CC=[N+](C)C=C1)S2)C=C3)C%11=CC=C(C%10=CC=C(/N=N/C9=CC=C(C8=CC=C(N(C4=CC=CC=C4)C7=CC=C(C6=CC=C(C5=CC=[N+](C)C=C5)S6)C=C7)C=C8)C=C9)C=C%10)C=C%11)C=CC=C%12,"Chem. Sci. 2022, 13, 4139每4149.",1270.178,,630,AIE,TICT,10.1039/D2SC00381C
1728,Azo-TPA-Th(+),,C%12=C(N(C3=CC=C(C2=CC=C(C1=CC=[N+](C)C=C1)S2)C=C3)C%11=CC=C(C%10=CC=C(/N=N/C9=CC=C(C8=CC=C(N(C4=CC=CC=C4)C7=CC=C(C6=CC=C(C5=CC=[N+](C)C=C5)S6)C=C7)C=C8)C=C9)C=C%10)C=C%11)C=CC=C%12,"Chem. Sci. 2022, 13, 4139每4149.",1270.178,,630,AIE,TICT,10.1039/D2SC00381C
1729,TPA-Th(+),,N(C2=CC=C(C1=CC=C(N)C=C1)C=C2)(C3=CC=CC=C3)C6=CC=C(C5=CC=C(C4=CC=[N+](C)C=C4)S5)C=C6,"Chem. Sci. 2022, 13, 4139每4149.",630.105,,600,AIE,TICT,10.1039/D2SC00381C
1730,TPA-Th(+),,N(C2=CC=C(C1=CC=C(N)C=C1)C=C2)(C3=CC=CC=C3)C6=CC=C(C5=CC=C(C4=CC=[N+](C)C=C4)S5)C=C6,"Chem. Sci. 2022, 13, 4139每4149.",630.105,,600,AIE,TICT,10.1039/D2SC00381C
1735,CE-TPA,,COc7ccc(N(c1ccccc1)c6ccc(/C=C/c5cc[n+](CC4=C(C(=O)O)N3C(=O)C(NC(=O)Cc2cccs2)C3SC4)cc5)cc6)cc7,"Chem. Commun. 2022, ASAP. ",864.092,,519,AIE,TICT,10.1039/D2CC02230C
1743,TPAI,,COc4ccc(N(c1ccccc1)c3ccc(/C=C/c2cc[n+](C)cc2)cc3)cc4,"Chem. Commun. 2022, ASAP. ",520.102,,516,AIE,TICT,10.1039/D2CC02230C
1749,Py-2TPE,,CC(C)(C)C1=CC2=C3C(C=CC4=C(C=C(C5=CC=C(C=C5)C(=C(C5=CC=CC=C5)C5=CC=CC=C5)C5=CC=CC=C5)C(C=C2)=C34)C2=CC=C(C=C2)C(=C(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)=C1,,918.4,456,456,AIE,ESIPT,
1751,Py-TPA,,COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)C1=C2C=CC3=CC(=CC4=C3C2=C(C=C4)C=C1)C(C)(C)C,,561,495,495,AIE,ICT,
1755,Q-1-Py,,C%12(C2=C(C1=CC=CC=C1)N=C%11C(=N2)C=C(C3=CC=C6C4=C3C=CC5=C4C(=CC=C5)CC6)C(C7=C%10C8=C(C=C7)CCC9=CC=CC(=C89)C=C%10)=C%11)=CC=CC=C%12,"Qin, W.; Li, K.; Feng, G.; Li, M.; Yang, Z.; Liu, B.; Tang, B. Z. Bright and  Photostable Organic Fluorescent Dots with Aggregation-Induced  Emission Characteristics for Noninvasive Long-Term Cell Imaging. Adv.  Funct. Mater. 2014, 24, 635?643. [48] Qin, W.; Ding, D.; Liu, J.; Yuan, W. Z.; Hu, Y.; Liu, B.; Tang, B. Z. Bioimaging: Biocompatible Nanoparticles with Aggregation-Induced  Emission Characteristics as Far-Red/Near-Infrared Fluorescent Bioprobes for in Vitro and In Vivo Imaging Applications (Adv. Funct.  Mater. 4/2012). Adv. Funct. Mater. 2012, 22, 665?665.",685,501,508,AIE,ESIPT+ICT/TICT,DOI: 10.1002/cjoc.202100157
1757,Q-2-Py,,C%12(C2=C(C1=CC=CC=C1)N=C%11C(=N2)C=C(C3=CC5=C4C(=C3)C=CC6=C4C(CC5)CCC6)C(C7=CC9=C8C(=C7)C=CC%10=C8C(CC9)CCC%10)=C%11)=CC=CC=C%12,"Qin, W.; Li, K.; Feng, G.; Li, M.; Yang, Z.; Liu, B.; Tang, B. Z. Bright and  Photostable Organic Fluorescent Dots with Aggregation-Induced  Emission Characteristics for Noninvasive Long-Term Cell Imaging. Adv.  Funct. Mater. 2014, 24, 635?643. [48] Qin, W.; Ding, D.; Liu, J.; Yuan, W. Z.; Hu, Y.; Liu, B.; Tang, B. Z. Bioimaging: Biocompatible Nanoparticles with Aggregation-Induced  Emission Characteristics as Far-Red/Near-Infrared Fluorescent Bioprobes for in Vitro and In Vivo Imaging Applications (Adv. Funct.  Mater. 4/2012). Adv. Funct. Mater. 2012, 22, 665?665.",685,476,475,AIE,ESIPT+ICT/TICT,10.1002/cjoc.202100157
1760,TPE-BPA,,O=C(O[K])C1=NC(C(O[K])=O)=CC(OCCCCOC2=CC=C(/C(C3=CC=C(OCCCCOC4=CC(C(O[K])=O)=NC(C(O[K])=O)=C4)C=C3)=C(C5=CC=C(OCCCCOC6=CC(C(O[K])=O)=NC(C(O[K])=O)=C6)C=C5)/C7=CC=C(OCCCCOC8=CC(C(O[K])=O)=NC(C(O[K])=O)=C8)C=C7)C=C2)=C1,,1650.01,,490,AIE,TICT,10.1002/adfm.201803370
1761,PLL,,CC(CCCCN)C(NC)=O,,30000,450,423,AIE,clusterluminescence,10.1002/adfm.201803370
1762,TPE-(EO)4-L2,,O=C(C1=CC(OCCOCCOCCOCCOC(C=C2)=CC=C2/C(C3=CC=CC=C3)=C(C4=CC=C(OCCOCCOCCOCCOC5=CC(C(O[K])=O)=NC(C(O[K])=O)=C5)C=C4)\C6=CC=CC=C6)=CC(C(O[K])=O)=N1)O[K],,1199.44,,479.998,AIE,TICT,10.1021/acsanm.7b00050
1765,TPE-BPA,,O=C(C1=CC(OCCCCOC(C=C2)=CC=C2/C(C3=CC=C(OCCCCOC4=CC(C(O[K])=O)=NC(C(O[K])=O)=C4)C=C3)=C(C5=CC=C(OCCCCOC6=CC(C(O[K])=O)=NC(C(O[K])=O)=C6)C=C5)\C7=CC=C(OCCCCOC8=CC(C(O[K])=O)=NC(C(O[K])=O)=C8)C=C7)=CC(C(O[K])=O)=N1)O[K],,1650.01,,490,AIE,TICT,10.1021/acsami.7b06306
1773,c5-TPBQ,,Cc5cc(c1ccccc1)c6c2ccccc2c(c3ccccc3)c7c4ccccc4c5[n+]67,"Chem.Sci.,2021,12,709-717",420.53,490,490,AIE,ICT,10.1039/D0SC04725B
1774,MTPE-M,,COC1=CC=C(/C(C2=CC=CC=C2)=C(C3=CC=C(C4=CC=C(/C=C(C#N)C#N)C=C4)C=C3)C5=CC=C(OC)C=C5)C=C1,"Chem.Commun.,2016,52,7288-7291",544.4,,595,AIE,ICT,10.1039/c6cc03415b
1775,TPE-3,,O=C1C(OC2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2)=C(OC3=CC=CC=C31)C4=CC=C(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)C=C4,,658,,550,AIE,ESIPT,10.1039/c6qm00223d
1776,TETPE,,C#CC(C=C1)=CC=C1/C(C2=CC=C(C#C)C=C2)=C(C3=CC=C(C#C)C=C3)C4=CC=C(C#C)C=C4,"Chem.Commun.,2017,53,11330-11333",428.53,458,504,AIE,neutral aromatic,10.1039/c7cc04663d
1777,TPP,,C1(C2=CC=CC=C2)=C(C3=CC=CC=C3)N=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=N1,"Chem.Sci.,2015,6,1932-1937",384,,390,AIE,other,10.1039/C4SC03365E
1778,TPP-2P,,C1(C2=CC=CC=C2)=C(C3=CC=C(C4=CC=CC=C4)C=C3)N=C(C5=CC=CC=C5)C(C6=CC=C(C7=CC=CC=C7)C=C6)=N1,"Chem.Sci.,2015,6,1932-1937",537,,442,AIE,other,10.1039/C4SC03365E
1779,TPP-2PM,,COC1=CC=C(C(C=C2)=CC=C2C3=C(C4=CC=CC=C4)N=C(C5=CC=C(C6=CC=C(OC)C=C6)C=C5)C(C7=CC=CC=C7)=N3)C=C1,"Chem.Sci.,2015,6,1932-1937",597,,453,AIE,other,10.1039/C4SC03365E
1780,TPP-2MPM,,COC(C=C1)=CC=C1C2=C(C3=CC=C(C4=CC=C(OC)C=C4)C=C3)N=C(C5=CC=C(OC)C=C5)C(C6=CC=C(C7=CC=C(OC)C=C7)C=C6)=N2,"Chem.Sci.,2015,6,1932-1937",657,,460,AIE,other,10.1039/C4SC03365E
1781,TPP-2MP,,COC(C=C1)=CC=C1C2=C(C3=CC=C(C4=CC=CC=C4)C=C3)N=C(C5=CC=C(OC)C=C5)C(C6=CC=C(C7=CC=CC=C7)C=C6)=N2,"Chem.Sci.,2015,6,1932-1937",597,,440,AIE,ESIPT,10.1039/C4SC03365E
1782,TPP-4M,,COC(C=C1)=CC=C1C2=NC(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)N=C2C5=CC=C(OC)C=C5,"Chem.Sci.,2015,6,1932-1937",505,,428,AIE,other,10.1039/C4SC03365E
1785,TPP-4TPA,,CC(C)(C)C(C=C1)=CC=C1N(C2=CC=C(C(C=C3)=CC=C3C4=C(C5=CC=C(C(C=C6)=CC=C6N(C7=CC=C(C(C)(C)C)C=C7)C8=CC=C(C(C)(C)C)C=C8)C=C5)N=C(C9=CC=C(C(C=C%10)=CC=C%10N(C%11=CC=C(C(C)(C)C)C=C%11)C%12=CC=C(C(C)(C)C)C=C%12)C=C9)C(C%13=CC=C(C(C=C%14)=CC=C%14N(C%15=CC=C(C(C)(C)C)C=C%15)C%16=CC=C(C(C)(C)C)C=C%16)C=C%13)=N4)C=C2)C%17=CC=C(C(C)(C)C)C=C%17,"J.Mater.Chem.C,2016,4,2901-2908",1807,475,473,AIE,other,10.1039/C5TC03299G
1788,TAA-4P,,C1(C2=CC=CC=C2)=C(C3=CC=CC=C3)N=C(C=C(N=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=N6)C6=C7)C7=N1,"Chem.Sci.,2018,9,7829-7834",487,530,428,AIE,ESIPT,10.1039/C8SC02810A
1789,TAA-4TPA,,C1(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)N=C(C=C(N=C(C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)C(C%11=CC=C(N(C%12=CC=CC=C%12)C%13=CC=CC=C%13)C=C%11)=N%14)C%14=C%15)C%15=N1,"Chem.Sci.,2018,9,7829-7834",1155,645,520,AIE,other,10.1039/C8SC02810A
1791,TPP-4PTPA,,C1(C(C=C2)=CC=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=C(C(C=C6)=CC=C6C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)N=C(C=C(N=C(C(C=C%10)=CC=C%10C%11=CC=C(N(C%12=CC=CC=C%12)C%13=CC=CC=C%13)C=C%11)C(C(C=C%14)=CC=C%14C%15=CC=C(N(C%16=CC=CC=C%16)C%17=CC=CC=C%17)C=C%15)=N%18)C%18=C%19)C%19=N1,"Chem.Sci.,2018,9,7829-7834",1460,640,474,AIE,other,10.1039/C8SC02810A
1792,TPP-PDCV,,N#C/C(C#N)=CC1=CC=C(C(C=C2)=CC=C2C3=C(C4=CC=CC=C4)N=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=N3)C=C1,"Adv.Funct.Mater.2018,28,1704689.",537,511,511,AIE,ESIPT,10.1002/adfm.201704689
1793,TPP-p-TPE,,C1(C2=CC=CC=C2)=C(C3=CC=C(C=C3)/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)N=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=N1,"Adv.Funct.Mater.2019,29,1903834.",639,477,477,AIE,other,10.1002/adfm.201903834
1794,TPP-m-TPE,,C1(C2=CC=CC=C2)=C(C3=CC=CC(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)=C3)N=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=N1,"Adv.Funct.Mater.2019,29,1903834.",639,468,468,AIE,other,10.1002/adfm.201903834
1795,TPP-o-TPE,,C1(C2=CC=CC=C2)=C(C(C=CC=C3)=C3/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)N=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=N1,"Adv.Funct.Mater.2019,29,1903834.",639,454,454,AIE,other,10.1002/adfm.201903834
1796,DCP-TPA,,N#CC1=NC(N=C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)=N8)=C8N=C1C#N,"ACSNano2020,14,4265?4275",669,,900,AIE,other,10.1021/acsnano.9b09625
